natural_language,sql,mongodb,operation
Delete all departments,DELETE FROM departments;,db.departments.deleteMany({}),DELETE
"Insert a new department with department_id as 7042, department_name as Andrew Ware, manager_id as 4866","INSERT INTO departments (department_id, department_name, manager_id, budget, location) VALUES (7042, 'Andrew Ware', 4866, 47928.98, 'Edwardborough');","db.departments.insertOne({
  ""department_id"": 7042,
  ""department_name"": ""Andrew Ware"",
  ""manager_id"": 4866,
  ""budget"": 47928.98,
  ""location"": ""Edwardborough""
})",CREATE
Update projects set project_name to Kelly King where project_name is Kristina Arias,UPDATE projects SET project_name = 'Kelly King' WHERE project_name = 'Kristina Arias';,"db.projects.updateMany({project_name: 'Kristina Arias'}, {$set: {project_name: 'Kelly King'}})",UPDATE
Delete all departments,DELETE FROM departments;,db.departments.deleteMany({}),DELETE
Increase salary by 2455 in employees where email equals hardyjacqueline@example.org,UPDATE employees SET salary = salary + 2455 WHERE email = 'hardyjacqueline@example.org';,"db.employees.updateMany({email: 'hardyjacqueline@example.org'}, {$inc: {salary: 2455}})",UPDATE
"Insert a new department with department_id as 9878, department_name as Roy Mooney, manager_id as 4044","INSERT INTO departments (department_id, department_name, manager_id, budget, location) VALUES (9878, 'Roy Mooney', 4044, 85933.27, 'North Stephanie');","db.departments.insertOne({
  ""department_id"": 9878,
  ""department_name"": ""Roy Mooney"",
  ""manager_id"": 4044,
  ""budget"": 85933.27,
  ""location"": ""North Stephanie""
})",CREATE
"Insert a new order with order_id as 779, customer_name as Maria Cameron, product_name as Austin Mendoza","INSERT INTO orders (order_id, customer_name, product_name, quantity, order_date, total_amount) VALUES (779, 'Maria Cameron', 'Austin Mendoza', 9827, '2021-07-04', 5498.14);","db.orders.insertOne({
  ""order_id"": 779,
  ""customer_name"": ""Maria Cameron"",
  ""product_name"": ""Austin Mendoza"",
  ""quantity"": 9827,
  ""order_date"": ""2021-07-04"",
  ""total_amount"": 5498.14
})",CREATE
"Insert a new employee with employee_id as 5567, name as Jacob Hernandez, email as savannahgarza@example.org","INSERT INTO employees (employee_id, name, email, department, salary, hire_date, age) VALUES (5567, 'Jacob Hernandez', 'savannahgarza@example.org', 'Marketing', 42377.61, '2021-11-08', 1436);","db.employees.insertOne({
  ""employee_id"": 5567,
  ""name"": ""Jacob Hernandez"",
  ""email"": ""savannahgarza@example.org"",
  ""department"": ""Marketing"",
  ""salary"": 42377.61,
  ""hire_date"": ""2021-11-08"",
  ""age"": 1436
})",CREATE
Find orders where product_name contains meet,SELECT * FROM orders WHERE product_name LIKE '%meet%';,"db.orders.find({product_name: {$regex: 'meet', $options: 'i'}})",READ
Delete projects with budget less than 21404,DELETE FROM projects WHERE budget < 21404;,db.projects.deleteMany({budget: {$lt: 21404}}),DELETE
Update products set supplier to Jenkins-Morrison where stock_quantity is 7960,UPDATE products SET supplier = 'Jenkins-Morrison' WHERE stock_quantity = '7960';,"db.products.updateMany({stock_quantity: '7960'}, {$set: {supplier: 'Jenkins-Morrison'}})",UPDATE
Change quantity to 8872 for all orders,UPDATE orders SET quantity = '8872';,"db.orders.updateMany({}, {$set: {quantity: '8872'}})",UPDATE
Delete employees with employee_id less than 1022,DELETE FROM employees WHERE employee_id < 1022;,db.employees.deleteMany({employee_id: {$lt: 1022}}),DELETE
"Insert a new department with department_id as 3479, department_name as David Sims, manager_id as 1458","INSERT INTO departments (department_id, department_name, manager_id, budget, location) VALUES (3479, 'David Sims', 1458, 76697.15, 'West Danielhaven');","db.departments.insertOne({
  ""department_id"": 3479,
  ""department_name"": ""David Sims"",
  ""manager_id"": 1458,
  ""budget"": 76697.15,
  ""location"": ""West Danielhaven""
})",CREATE
Delete all products,DELETE FROM products;,db.products.deleteMany({}),DELETE
"Insert a new order with order_id as 246, customer_name as Jennifer Mitchell, product_name as Jeffrey Alexander","INSERT INTO orders (order_id, customer_name, product_name, quantity, order_date, total_amount) VALUES (246, 'Jennifer Mitchell', 'Jeffrey Alexander', 21, '2021-12-08', 11101.21);","db.orders.insertOne({
  ""order_id"": 246,
  ""customer_name"": ""Jennifer Mitchell"",
  ""product_name"": ""Jeffrey Alexander"",
  ""quantity"": 21,
  ""order_date"": ""2021-12-08"",
  ""total_amount"": 11101.21
})",CREATE
Remove projects where end_date is 2023-06-22,DELETE FROM projects WHERE end_date = '2023-06-22';,db.projects.deleteMany({end_date: '2023-06-22'}),DELETE
Remove products where category is Hardware,DELETE FROM products WHERE category = 'Hardware';,db.products.deleteMany({category: 'Hardware'}),DELETE
"Insert a new project with project_id as 7147, project_name as Carlos Blankenship, start_date as 2022-06-25","INSERT INTO projects (project_id, project_name, start_date, end_date, budget, status) VALUES (7147, 'Carlos Blankenship', '2022-06-25', '2021-10-17', 71810.93, 'Cancelled');","db.projects.insertOne({
  ""project_id"": 7147,
  ""project_name"": ""Carlos Blankenship"",
  ""start_date"": ""2022-06-25"",
  ""end_date"": ""2021-10-17"",
  ""budget"": 71810.93,
  ""status"": ""Cancelled""
})",CREATE
Update products set category to Software where category is Electronics,UPDATE products SET category = 'Software' WHERE category = 'Electronics';,"db.products.updateMany({category: 'Electronics'}, {$set: {category: 'Software'}})",UPDATE
"Insert a new project with project_id as 8192, project_name as Andrew Mccormick, start_date as 2022-05-12","INSERT INTO projects (project_id, project_name, start_date, end_date, budget, status) VALUES (8192, 'Andrew Mccormick', '2022-05-12', '2023-09-27', 41790.43, 'Cancelled');","db.projects.insertOne({
  ""project_id"": 8192,
  ""project_name"": ""Andrew Mccormick"",
  ""start_date"": ""2022-05-12"",
  ""end_date"": ""2023-09-27"",
  ""budget"": 41790.43,
  ""status"": ""Cancelled""
})",CREATE
Find employees where employee_id contains lawyer,SELECT * FROM employees WHERE employee_id LIKE '%lawyer%';,"db.employees.find({employee_id: {$regex: 'lawyer', $options: 'i'}})",READ
"Insert a new order with order_id as 5647, customer_name as Angela Taylor, product_name as Jasmine Morgan","INSERT INTO orders (order_id, customer_name, product_name, quantity, order_date, total_amount) VALUES (5647, 'Angela Taylor', 'Jasmine Morgan', 9546, '2024-06-24', 27638.4);","db.orders.insertOne({
  ""order_id"": 5647,
  ""customer_name"": ""Angela Taylor"",
  ""product_name"": ""Jasmine Morgan"",
  ""quantity"": 9546,
  ""order_date"": ""2024-06-24"",
  ""total_amount"": 27638.4
})",CREATE
Delete all projects,DELETE FROM projects;,db.projects.deleteMany({}),DELETE
Delete all orders,DELETE FROM orders;,db.orders.deleteMany({}),DELETE
Find orders where quantity contains forward,SELECT * FROM orders WHERE quantity LIKE '%forward%';,"db.orders.find({quantity: {$regex: 'forward', $options: 'i'}})",READ
"Insert a new employee with employee_id as 4520, name as Madeline Benjamin, email as harmondavid@example.org","INSERT INTO employees (employee_id, name, email, department, salary, hire_date, age) VALUES (4520, 'Madeline Benjamin', 'harmondavid@example.org', 'Finance', 65634.46, '2025-05-15', 3732);","db.employees.insertOne({
  ""employee_id"": 4520,
  ""name"": ""Madeline Benjamin"",
  ""email"": ""harmondavid@example.org"",
  ""department"": ""Finance"",
  ""salary"": 65634.46,
  ""hire_date"": ""2025-05-15"",
  ""age"": 3732
})",CREATE
Increase employee_id by 3601 in employees where employee_id equals 5943,UPDATE employees SET employee_id = employee_id + 3601 WHERE employee_id = '5943';,"db.employees.updateMany({employee_id: '5943'}, {$inc: {employee_id: 3601}})",UPDATE
Change product_name to Kristin Jenkins for all products,UPDATE products SET product_name = 'Kristin Jenkins';,"db.products.updateMany({}, {$set: {product_name: 'Kristin Jenkins'}})",UPDATE
"Insert a new order with order_id as 7203, customer_name as Karen Robinson, product_name as Erik Cole","INSERT INTO orders (order_id, customer_name, product_name, quantity, order_date, total_amount) VALUES (7203, 'Karen Robinson', 'Erik Cole', 3815, '2023-12-05', 48466.21);","db.orders.insertOne({
  ""order_id"": 7203,
  ""customer_name"": ""Karen Robinson"",
  ""product_name"": ""Erik Cole"",
  ""quantity"": 3815,
  ""order_date"": ""2023-12-05"",
  ""total_amount"": 48466.21
})",CREATE
"Insert a new project with project_id as 5255, project_name as Catherine Collins, start_date as 2025-08-22","INSERT INTO projects (project_id, project_name, start_date, end_date, budget, status) VALUES (5255, 'Catherine Collins', '2025-08-22', '2023-07-18', 11630.24, 'Completed');","db.projects.insertOne({
  ""project_id"": 5255,
  ""project_name"": ""Catherine Collins"",
  ""start_date"": ""2025-08-22"",
  ""end_date"": ""2023-07-18"",
  ""budget"": 11630.24,
  ""status"": ""Completed""
})",CREATE
Update departments set department_name to Alicia Hoffman where department_name is Anthony Forbes,UPDATE departments SET department_name = 'Alicia Hoffman' WHERE department_name = 'Anthony Forbes';,"db.departments.updateMany({department_name: 'Anthony Forbes'}, {$set: {department_name: 'Alicia Hoffman'}})",UPDATE
Update orders set total_amount to 97579.88 where quantity is 187,UPDATE orders SET total_amount = '97579.88' WHERE quantity = '187';,"db.orders.updateMany({quantity: '187'}, {$set: {total_amount: '97579.88'}})",UPDATE
Increase stock_quantity by 4162 in products where price equals 74023.62,UPDATE products SET stock_quantity = stock_quantity + 4162 WHERE price = '74023.62';,"db.products.updateMany({price: '74023.62'}, {$inc: {stock_quantity: 4162}})",UPDATE
Change age to 4165 for all employees,UPDATE employees SET age = '4165';,"db.employees.updateMany({}, {$set: {age: '4165'}})",UPDATE
"Insert a new department with department_id as 2886, department_name as Deborah Johnson, manager_id as 9770","INSERT INTO departments (department_id, department_name, manager_id, budget, location) VALUES (2886, 'Deborah Johnson', 9770, 64959.84, 'Rogersside');","db.departments.insertOne({
  ""department_id"": 2886,
  ""department_name"": ""Deborah Johnson"",
  ""manager_id"": 9770,
  ""budget"": 64959.84,
  ""location"": ""Rogersside""
})",CREATE
Show all departments,SELECT * FROM departments;,db.departments.find({}),READ
Find products where stock_quantity contains line,SELECT * FROM products WHERE stock_quantity LIKE '%line%';,"db.products.find({stock_quantity: {$regex: 'line', $options: 'i'}})",READ
"Insert a new department with department_id as 3361, department_name as Kenneth Christensen, manager_id as 6989","INSERT INTO departments (department_id, department_name, manager_id, budget, location) VALUES (3361, 'Kenneth Christensen', 6989, 26745.61, 'Troymouth');","db.departments.insertOne({
  ""department_id"": 3361,
  ""department_name"": ""Kenneth Christensen"",
  ""manager_id"": 6989,
  ""budget"": 26745.61,
  ""location"": ""Troymouth""
})",CREATE
"Insert a new product with product_id as 4270, product_name as Jeffery Gonzalez, category as Software","INSERT INTO products (product_id, product_name, category, price, stock_quantity, supplier) VALUES (4270, 'Jeffery Gonzalez', 'Software', 82317.42, 9728, 'Robinson, Patel and Mann');","db.products.insertOne({
  ""product_id"": 4270,
  ""product_name"": ""Jeffery Gonzalez"",
  ""category"": ""Software"",
  ""price"": 82317.42,
  ""stock_quantity"": 9728,
  ""supplier"": ""Robinson, Patel and Mann""
})",CREATE
Delete products with product_id less than 9300,DELETE FROM products WHERE product_id < 9300;,db.products.deleteMany({product_id: {$lt: 9300}}),DELETE
Show projects with project_id greater than 13051,SELECT * FROM projects WHERE project_id > 13051;,db.projects.find({project_id: {$gt: 13051}}),READ
"Insert a new employee with employee_id as 7820, name as Ashley Matthews, email as hernandezrebecca@example.net","INSERT INTO employees (employee_id, name, email, department, salary, hire_date, age) VALUES (7820, 'Ashley Matthews', 'hernandezrebecca@example.net', 'Engineering', 97253.62, '2022-06-18', 4003);","db.employees.insertOne({
  ""employee_id"": 7820,
  ""name"": ""Ashley Matthews"",
  ""email"": ""hernandezrebecca@example.net"",
  ""department"": ""Engineering"",
  ""salary"": 97253.62,
  ""hire_date"": ""2022-06-18"",
  ""age"": 4003
})",CREATE
Count all projects,SELECT COUNT(*) FROM projects;,db.projects.countDocuments({}),READ
Increase salary by 4202 in employees where email equals ajensen@example.net,UPDATE employees SET salary = salary + 4202 WHERE email = 'ajensen@example.net';,"db.employees.updateMany({email: 'ajensen@example.net'}, {$inc: {salary: 4202}})",UPDATE
Count all departments,SELECT COUNT(*) FROM departments;,db.departments.countDocuments({}),READ
Change project_id to 9391 for all projects,UPDATE projects SET project_id = '9391';,"db.projects.updateMany({}, {$set: {project_id: '9391'}})",UPDATE
Show all departments,SELECT * FROM departments;,db.departments.find({}),READ
Update departments set department_name to Morgan Martin DDS where department_name is David King,UPDATE departments SET department_name = 'Morgan Martin DDS' WHERE department_name = 'David King';,"db.departments.updateMany({department_name: 'David King'}, {$set: {department_name: 'Morgan Martin DDS'}})",UPDATE
Count all employees,SELECT COUNT(*) FROM employees;,db.employees.countDocuments({}),READ
Delete all products,DELETE FROM products;,db.products.deleteMany({}),DELETE
Find products where supplier is Walter Group,SELECT * FROM products WHERE supplier = 'Walter Group';,db.products.find({supplier: 'Walter Group'}),READ
Remove departments where budget is 53483.94,DELETE FROM departments WHERE budget = '53483.94';,db.departments.deleteMany({budget: '53483.94'}),DELETE
"Insert a new project with project_id as 9995, project_name as Susan Higgins, start_date as 2021-06-24","INSERT INTO projects (project_id, project_name, start_date, end_date, budget, status) VALUES (9995, 'Susan Higgins', '2021-06-24', '2022-11-05', 22944.05, 'Completed');","db.projects.insertOne({
  ""project_id"": 9995,
  ""project_name"": ""Susan Higgins"",
  ""start_date"": ""2021-06-24"",
  ""end_date"": ""2022-11-05"",
  ""budget"": 22944.05,
  ""status"": ""Completed""
})",CREATE
Find employees where hire_date contains team,SELECT * FROM employees WHERE hire_date LIKE '%team%';,"db.employees.find({hire_date: {$regex: 'team', $options: 'i'}})",READ
